,Unnamed: 0,Account_ID,Name,Twitter_username,Political_party
1316,1975,442824717,Richard Neal,RepRichardNeal,Democratic Party
1317,1976,2863996955,Richard Painter,RWPUSA,Democratic Party
1318,1978,33563099,Richard Petty,rpmotorsports,Republican Party
1319,1979,21111098,Richard Shelby,SenShelby,Republican Party
1321,1983,62009570,Rick Kriseman,Kriseman,Democratic Party
1322,1984,404132211,Rick Larsen,RepRickLarsen,Democratic Party
1325,1989,18906561,Rick Perry,SecretaryPerry,Democratic Party
1328,1998,58379000,Rick Santorum,ricksantorum,Republican Party
1329,1999,131546062,Rick Scott,SenRickScott,Republican Party
1330,2000,306389855,Rick Scott,SenRickScott,Republican Party
1332,2002,2964287128,Rick W. Allen,reprickallen,Republican Party
1333,2003,2595555014,Rip Sullivan,RipSullivan48,Democratic Party
1334,2004,1247612029,Ritchie Torres,RitchieTorres,Democratic Party
1335,2005,771152516,Ro Khanna,RoKhanna,Democratic Party
1336,2007,816298918468259841,Ro Khanna,RoKhanna,Democratic Party
1337,2009,21757802,Rob Astorino,RobAstorino,Republican Party
1339,2011,184440525,Rob Bonta,RobBonta,California Democratic Party
1340,2012,15356407,Rob Wittman,RobWittman,Republican Party
1342,2014,407230590,Robby Wells,ElectRobbyWells,Democratic Party
1344,2016,76452765,Robert Aderholt,Robert_Aderholt,Republican Party
1347,2020,18120497,Robert Garcia,RobertGarciaLB,Republican Party
1349,2024,55685994,Robert Hertzberg,hertzieLA,Democratic Party
1351,2027,2612307559,Robert Jones Portman,senrobportman,Republican Party
1352,2029,18915145,Robert Jones Portman,senrobportman,Republican Party
1353,2031,18695134,Robert Menendez,SenatorMenendez,Democratic Party
1354,2032,950328072,Robert Pittenger,RepPittenger,Republican Party
1356,2034,148529707,Robert Reich,RBReich,Democratic Party
1357,2036,722095957077196800,Robert Torricelli,bobtorricelli,Democratic Party
1358,2037,1339931490,Robin Kelly,RepRobinKelly,Democratic Party
1360,2040,2965083477,Rod Blum,RepRodBlum,Republican Party
1361,2041,23438894,Rodney Ellis,rodneyellis,Democratic Party
1363,2043,993153006,Rodney L. Davis,RodneyDavis,Republican Party
1365,2045,1240107944,Roger Marshall,RogerMarshallMD,Republican Party
1367,2047,264219447,Roger Wicker,SenatorWicker,Republican Party
1368,2049,1077446982,Roger Williams,RepRWilliams,Republican Party
1369,2050,256074273,Roland Gutierrez,RolandForTexas,Democratic Party
1371,2053,487297085,Ron DeSantis,RepDeSantis,Republican Party
1372,2055,854715071116849157,Ron Estes,RepRonEstes,Republican Party
1373,2057,233737858,Ron Johnson,SenRonJohnson,Republican Party
